EventId,RankOrder,Class
225697,313,s
225699,314,s
225705,315,s
225706,316,s
225710,317,s
225711,318,b
225715,319,s
225717,320,s
225718,321,s
225719,322,s
225721,323,b
225726,324,s
225727,325,s
225732,326,s
225733,327,s
225735,328,s
225736,329,s
225737,330,b
225742,331,s
225743,332,b
225744,333,s
225746,334,s
225747,335,s
225749,336,s
225750,337,s
225752,338,s
225753,339,s
225754,340,s
225755,341,s
225757,342,s
225758,343,s
225759,344,s
225765,345,s
225768,346,s
225770,347,s
225772,348,s
225773,349,s
225776,350,b
225777,351,s
225780,352,s
225781,353,b
225784,354,s
225792,355,b
225793,356,s
225795,357,s
225796,358,s
225797,359,s
225798,360,s
225799,361,b
225800,362,s
225801,363,b
225804,364,s
225805,365,s
225806,366,s
225807,367,s
225808,368,s
225812,369,s
225813,370,s
225814,371,b
225815,372,b
225817,373,s
225821,374,s
225823,375,s
225824,376,s
225825,377,s
225827,378,s
225830,379,s
225832,380,s
225833,381,s
225838,382,s
225841,383,s
225842,384,s
225846,385,s
225847,386,b
225853,387,s
225856,388,s
225858,389,s
225859,390,s
225860,391,s
225861,392,s
225862,393,s
225867,394,s
225868,395,b
225872,396,s
225874,397,s
225875,398,b
225880,399,s
225883,400,s
225886,401,s
225888,402,s
225889,403,s
225890,404,s
225891,405,b
225894,406,b
225895,407,s
225896,408,b
225898,409,s
225900,410,s
225901,411,s
225902,412,s
225903,413,s
225904,414,s
225905,415,s
225908,416,s
225911,417,b
225912,418,s
225913,419,s
225914,420,s
225918,421,s
225920,422,s
225924,423,s
225926,424,s
225927,425,b
225930,426,s
225933,427,s
225935,428,b
225937,429,s
225938,430,s
225939,431,s
225941,432,s
225943,433,s
225945,434,s
225946,435,s
225948,436,s
225952,437,s
225955,438,s
225956,439,s
225958,440,b
225959,441,s
225960,442,s
225962,443,b
225968,444,s
225970,445,b
225971,446,s
225975,447,s
225978,448,s
225980,449,s
225984,450,b
225985,451,s
225986,452,s
225988,453,s
225990,454,s
225991,455,s
225994,456,s
225998,457,s
225999,458,s
226000,459,s
226002,460,s
226006,461,s
226007,462,s
226008,463,s
226009,464,b
226014,465,s
226017,466,b
226021,467,s
226024,468,b
226025,469,s
226029,470,s
226032,471,s
226035,472,b
226036,473,s
226038,474,s
226039,475,s
226040,476,b
226043,477,s
226045,478,s
226049,479,s
226050,480,s
226053,481,s
226054,482,s
226055,483,s
226056,484,s
226064,485,s
226067,486,s
226069,487,s
226071,488,s
226077,489,s
226078,490,s
226081,491,s
226087,492,s
226088,493,s
226090,494,s
226092,495,s
226093,496,s
226096,497,s
226097,498,s
226098,499,s
226099,500,b
226100,501,s
226102,502,s
226104,503,s
226108,504,s
226110,505,s
226111,506,s
226112,507,s
226113,508,s
226114,509,s
226118,510,s
226119,511,s
226121,512,s
226124,513,s
226125,514,s
226127,515,s
226129,516,s
226130,517,s
226131,518,s
226134,519,b
226135,520,s
226136,521,b
226138,522,s
226139,523,b
226141,524,s
226142,525,s
226144,526,s
226145,527,s
226147,528,s
226150,529,s
226154,530,s
226155,531,s
226156,532,s
226161,533,b
226162,534,s
226169,535,s
226170,536,s
226172,537,s
226173,538,b
226177,539,s
226178,540,s
226179,541,s
226187,542,s
226191,543,s
226193,544,s
226194,545,s
226200,546,s
226201,547,s
226202,548,s
226208,549,s
226210,550,s
226215,551,s
226219,552,s
226220,553,s
226224,554,b
226227,555,b
226228,556,s
226229,557,s
226230,558,s
226232,559,s
226235,560,s
226236,561,s
226239,562,s
226243,563,s
226245,564,s
226247,565,s
226248,566,s
226249,567,s
226250,568,s
226251,569,b
226252,570,s
226256,571,s
226258,572,b
226262,573,s
226263,574,b
226264,575,s
226265,576,s
226267,577,b
226269,578,s
226270,579,b
226274,580,s
226275,581,s
226276,582,b
226283,583,s
226286,584,s
226288,585,b
226291,586,s
226297,587,s
226300,588,s
226303,589,s
226304,590,s
226305,591,s
226306,592,b
226307,593,b
226308,594,s
226310,595,b
226312,596,s
226315,597,s
226323,598,b
226325,599,b
226327,600,s
226328,601,s
226333,602,s
226336,603,s
226338,604,s
226343,605,s
226344,606,s
226345,607,b
226346,608,s
226347,609,s
226349,610,s
226350,611,s
226351,612,s
226357,613,b
226359,614,s
226361,615,s
226364,616,b
226365,617,s
226366,618,s
226367,619,s
226369,620,s
226372,621,b
226374,622,b
226376,623,s
226377,624,s
226378,625,s
226379,626,s
226381,627,s
226382,628,b
226386,629,s
226387,630,s
226388,631,s
226392,632,s
226394,633,s
226396,634,s
226397,635,s
226400,636,s
226405,637,b
226406,638,s
226407,639,s
226408,640,s
226409,641,s
226410,642,s
226414,643,s
226415,644,s
226416,645,s
226422,646,s
226423,647,s
226426,648,s
226427,649,s
226431,650,b
226432,651,s
226435,652,s
226438,653,s
226439,654,b
226441,655,s
226445,656,s
226448,657,s
226449,658,s
226450,659,s
226452,660,b
226454,661,s
226455,662,b
226457,663,b
226461,664,s
226462,665,b
226463,666,s
226464,667,s
226465,668,b
226467,669,s
226471,670,s
226477,671,s
226479,672,s
226480,673,b
226481,674,s
226485,675,b
226486,676,s
226487,677,s
226491,678,s
226494,679,s
226498,680,s
226500,681,s
226502,682,s
226505,683,s
226506,684,s
226509,685,s
226510,686,b
226512,687,s
226518,688,s
226522,689,s
226524,690,s
226528,691,b
226530,692,b
226531,693,s
226534,694,b
226535,695,s
226536,696,s
226538,697,s
226539,698,b
226540,699,s
226543,700,s
226550,701,s
226552,702,b
226556,703,s
226558,704,s
226561,705,s
226563,706,s
226564,707,s
226565,708,s
226568,709,s
226570,710,s
226571,711,s
226576,712,s
226577,713,s
226578,714,s
226587,715,s
226591,716,s
226593,717,s
226595,718,s
226596,719,b
226597,720,s
226598,721,s
226601,722,s
226602,723,b
226604,724,s
226610,725,b
226612,726,s
226613,727,s
226617,728,s
226618,729,s
226621,730,b
226623,731,s
226626,732,s
226627,733,b
226629,734,s
226630,735,s
226631,736,s
226634,737,s
226635,738,s
226636,739,b
226638,740,s
226646,741,s
226650,742,s
226651,743,s
226652,744,s
226653,745,s
226655,746,s
226657,747,b
226659,748,s
226663,749,s
226667,750,b
226668,751,s
226669,752,s
226671,753,s
226684,754,s
226685,755,b
226689,756,s
226691,757,s
226692,758,s
226693,759,s
226696,760,b
226699,761,b
226701,762,s
226705,763,s
226706,764,s
226707,765,b
226709,766,b
226710,767,s
226713,768,s
226717,769,s
226719,770,s
226721,771,s
226722,772,s
226724,773,b
226725,774,s
226726,775,b
226727,776,b
226729,777,s
226731,778,s
226732,779,s
226734,780,s
226737,781,b
226740,782,s
226741,783,s
226744,784,s
226746,785,s
226747,786,s
226749,787,s
226750,788,b
226751,789,s
226753,790,s
226754,791,s
226756,792,s
226758,793,s
226759,794,s
226760,795,b
226761,796,s
226763,797,s
226764,798,s
226765,799,s
226766,800,b
226768,801,b
226769,802,s
226770,803,s
226771,804,b
226774,805,s
226776,806,s
226778,807,s
226780,808,s
226782,809,s
226784,810,s
226790,811,b
226793,812,b
226795,813,s
226796,814,b
226797,815,s
226799,816,s
226801,817,s
226802,818,b
226804,819,s
226805,820,s
226807,821,s
226808,822,s
226809,823,b
226817,824,s
226820,825,s
226822,826,s
226823,827,s
226825,828,b
226826,829,s
226827,830,s
226829,831,s
226830,832,s
226832,833,s
226833,834,s
226834,835,s
226836,836,s
226837,837,s
226841,838,b
226844,839,s
226846,840,s
226848,841,s
226852,842,s
226857,843,b
226858,844,s
226859,845,s
226861,846,b
226862,847,s
226863,848,b
226869,849,s
226871,850,s
226872,851,s
226873,852,s
226880,853,s
226881,854,s
226883,855,s
226888,856,s
226889,857,s
226898,858,s
226899,859,s
226900,860,s
226902,861,s
226903,862,b
226906,863,s
226907,864,s
226908,865,s
226911,866,s
226912,867,s
226919,868,s
226920,869,s
226922,870,s
226925,871,s
226930,872,s
226932,873,s
226933,874,b
226936,875,s
226940,876,b
226941,877,s
226942,878,s
226943,879,s
226945,880,s
226947,881,s
226950,882,s
226952,883,s
226954,884,s
226956,885,s
226959,886,s
226960,887,s
226965,888,s
226969,889,b
226970,890,s
226972,891,b
226973,892,s
226977,893,s
226980,894,b
226981,895,s
226983,896,s
226985,897,s
226989,898,s
226991,899,s
226992,900,s
226993,901,s
226995,902,s
226996,903,s
227005,904,s
227007,905,b
227009,906,s
227010,907,s
227011,908,s
227013,909,s
227014,910,s
227017,911,s
227019,912,s
227025,913,s
227026,914,s
227027,915,s
227029,916,b
227033,917,s
227034,918,s
227036,919,s
227040,920,s
227041,921,b
227042,922,s
227043,923,s
227046,924,s
227047,925,b
227048,926,s
227049,927,s
227050,928,s
227052,929,s
227054,930,s
227056,931,s
227058,932,b
227060,933,b
227061,934,s
227062,935,s
227065,936,b
227066,937,s
227069,938,s
227070,939,s
227072,940,s
227077,941,b
227080,942,s
227082,943,s
227084,944,s
227085,945,s
227087,946,s
227094,947,s
227095,948,b
227096,949,s
227097,950,s
227103,951,s
227104,952,s
227108,953,s
227118,954,s
227119,955,s
227120,956,s
227122,957,s
227123,958,s
227125,959,s
227127,960,s
227131,961,s
227135,962,s
227137,963,s
227138,964,s
227139,965,s
227140,966,b
227144,967,s
227145,968,s
227148,969,s
227149,970,s
227150,971,s
227153,972,b
227156,973,s
227159,974,s
227160,975,b
227161,976,b
227163,977,s
227164,978,s
227165,979,s
227167,980,b
227171,981,s
227176,982,b
227178,983,s
227180,984,s
227181,985,s
227182,986,b
227185,987,s
227187,988,b
227188,989,s
227193,990,s
227195,991,b
227196,992,b
227197,993,s
227198,994,s
227199,995,s
227201,996,s
227202,997,b
227206,998,s
227207,999,b
227210,1000,s
227212,1001,s
227213,1002,s
227214,1003,s
227218,1004,s
227223,1005,s
227226,1006,s
227228,1007,b
227229,1008,b
227230,1009,s
227231,1010,s
227232,1011,s
227233,1012,s
227236,1013,s
227237,1014,s
227239,1015,s
227249,1016,s
227250,1017,s
227251,1018,b
227252,1019,s
227257,1020,s
227260,1021,s
227261,1022,s
227262,1023,b
227263,1024,s
227267,1025,s
227270,1026,s
227272,1027,b
227274,1028,b
227276,1029,s
227278,1030,s
227281,1031,s
227282,1032,s
227283,1033,s
227284,1034,s
227285,1035,s
227287,1036,b
227293,1037,s
227294,1038,b
227295,1039,b
227298,1040,s
227299,1041,s
227301,1042,s
227302,1043,s
227305,1044,s
227306,1045,b
227307,1046,b
227310,1047,s
227314,1048,b
227318,1049,s
227320,1050,s
227321,1051,s
227329,1052,s
227332,1053,s
227333,1054,s
227334,1055,s
227336,1056,s
227339,1057,s
227340,1058,b
227341,1059,s
227342,1060,s
227344,1061,s
227345,1062,s
227347,1063,s
227352,1064,s
227353,1065,s
227355,1066,s
227360,1067,s
227362,1068,b
227363,1069,s
227367,1070,s
227369,1071,s
227372,1072,b
227373,1073,b
227374,1074,s
227377,1075,s
227383,1076,s
227386,1077,b
227388,1078,s
227391,1079,s
227394,1080,s
227396,1081,s
227400,1082,s
227403,1083,s
227405,1084,s
227406,1085,s
227411,1086,s
227412,1087,s
227413,1088,s
227414,1089,b
227415,1090,s
227416,1091,b
227418,1092,s
227419,1093,s
227420,1094,s
227422,1095,s
227423,1096,s
227424,1097,s
227432,1098,b
227434,1099,s
227439,1100,s
227440,1101,s
227441,1102,s
227444,1103,s
227448,1104,b
227449,1105,s
227452,1106,s
227453,1107,s
227458,1108,s
227459,1109,b
227460,1110,b
227461,1111,s
227462,1112,s
227464,1113,s
227467,1114,b
227468,1115,s
227469,1116,s
227471,1117,s
227477,1118,s
227482,1119,s
227483,1120,s
227484,1121,s
227485,1122,s
227489,1123,s
227490,1124,s
227494,1125,s
227495,1126,s
227496,1127,s
227497,1128,s
227498,1129,s
227499,1130,s
227501,1131,s
227504,1132,b
227505,1133,s
227507,1134,s
227508,1135,s
227512,1136,s
227515,1137,s
227516,1138,s
227517,1139,s
227518,1140,s
227520,1141,s
227523,1142,s
227524,1143,s
227528,1144,s
227530,1145,s
227531,1146,b
227532,1147,s
227534,1148,s
227538,1149,s
227541,1150,s
227542,1151,s
227544,1152,b
227549,1153,s
227550,1154,s
227554,1155,s
227556,1156,s
227560,1157,s
227561,1158,s
227565,1159,s
227566,1160,s
227568,1161,s
227572,1162,s
227574,1163,s
227575,1164,s
227578,1165,s
227579,1166,s
227580,1167,b
227581,1168,s
227585,1169,s
227586,1170,s
227587,1171,b
227588,1172,s
227591,1173,s
227592,1174,s
227593,1175,b
227595,1176,s
227599,1177,s
227603,1178,s
227604,1179,s
227611,1180,s
227612,1181,s
227613,1182,s
227615,1183,s
227616,1184,s
227617,1185,s
227619,1186,s
227621,1187,s
227622,1188,b
227623,1189,s
227624,1190,s
227626,1191,s
227627,1192,s
227629,1193,s
227630,1194,s
227631,1195,s
227634,1196,s
227635,1197,s
227636,1198,s
227637,1199,s
227645,1200,b
227650,1201,s
227653,1202,b
227660,1203,s
227662,1204,s
227663,1205,s
227667,1206,s
227668,1207,s
227669,1208,s
227674,1209,s
227675,1210,s
227676,1211,s
227677,1212,s
227679,1213,b
227680,1214,s
227683,1215,s
227684,1216,s
227688,1217,s
227690,1218,s
227692,1219,s
227693,1220,s
227694,1221,b
227695,1222,s
227697,1223,s
227698,1224,s
227702,1225,s
227706,1226,s
227708,1227,s
227709,1228,s
227714,1229,s
227715,1230,s
227717,1231,s
227718,1232,s
227719,1233,s
227720,1234,s
227722,1235,b
227723,1236,s
227725,1237,s
227729,1238,s
227730,1239,s
227732,1240,s
227734,1241,s
227735,1242,b
227736,1243,s
227737,1244,s
227738,1245,s
227741,1246,s
227742,1247,s
227744,1248,s
227747,1249,s
227748,1250,b
227750,1251,s
227752,1252,s
227753,1253,s
227754,1254,s
227756,1255,s
227757,1256,s
227760,1257,b
227761,1258,s
227764,1259,s
227765,1260,b
227768,1261,s
227769,1262,b
227772,1263,s
227774,1264,s
227775,1265,b
227777,1266,s
227782,1267,b
227785,1268,s
227787,1269,s
227789,1270,s
227790,1271,s
227792,1272,s
227794,1273,s
227797,1274,s
227799,1275,s
227800,1276,s
227801,1277,s
227802,1278,s
227805,1279,s
227808,1280,s
227809,1281,s
227811,1282,b
227815,1283,s
227817,1284,s
227818,1285,s
227822,1286,s
227823,1287,s
227825,1288,s
227826,1289,s
227829,1290,s
227832,1291,b
227833,1292,s
227835,1293,s
227836,1294,b
227838,1295,b
227842,1296,s
227844,1297,s
227851,1298,s
227853,1299,s
227855,1300,s
227856,1301,s
227862,1302,b
227865,1303,s
227866,1304,s
227870,1305,s
227871,1306,s
227873,1307,s
227878,1308,s
227880,1309,s
227884,1310,s
227885,1311,s
227886,1312,s
227887,1313,s
227889,1314,s
227890,1315,s
227892,1316,s
227894,1317,b
227899,1318,s
227904,1319,s
227906,1320,s
227907,1321,b
227909,1322,s
227913,1323,s
227914,1324,s
227915,1325,s
227917,1326,s
227921,1327,s
227923,1328,s
227926,1329,s
227927,1330,s
227930,1331,b
227932,1332,s
227934,1333,b
227935,1334,s
227938,1335,s
227939,1336,s
227941,1337,s
227943,1338,s
227944,1339,s
227945,1340,b
227946,1341,s
227949,1342,s
227951,1343,s
227952,1344,b
227955,1345,s
227956,1346,s
227958,1347,b
227962,1348,s
227963,1349,s
227965,1350,s
227968,1351,s
227969,1352,s
227971,1353,s
227980,1354,s
227984,1355,s
227986,1356,s
227988,1357,s
227989,1358,s
227990,1359,b
227991,1360,b
227992,1361,s
227994,1362,s
227996,1363,b
227997,1364,s
227999,1365,s
228000,1366,s
228001,1367,s
228002,1368,s
228004,1369,s
228007,1370,s
228009,1371,s
228010,1372,s
228012,1373,s
228015,1374,s
228018,1375,s
228019,1376,s
228021,1377,s
228023,1378,s
228025,1379,s
228028,1380,s
228029,1381,s
228030,1382,s
228034,1383,b
228037,1384,s
228038,1385,s
228039,1386,b
228040,1387,s
228042,1388,s
228043,1389,s
228046,1390,s
228052,1391,s
228054,1392,s
228056,1393,b
228058,1394,s
228061,1395,s
228062,1396,s
228063,1397,s
228064,1398,s
228067,1399,s
228069,1400,s
228072,1401,s
228075,1402,s
228082,1403,s
228083,1404,s
228085,1405,s
228087,1406,s
228089,1407,b
228090,1408,s
228091,1409,b
228092,1410,s
228100,1411,s
228101,1412,b
228108,1413,s
228110,1414,s
228112,1415,s
228114,1416,s
228117,1417,s
228118,1418,s
228124,1419,s
228126,1420,s
228127,1421,s
228129,1422,s
228132,1423,s
228134,1424,s
228136,1425,s
228137,1426,s
228140,1427,b
228141,1428,s
228143,1429,s
228147,1430,s
228148,1431,s
228151,1432,s
228152,1433,s
228156,1434,s
228157,1435,s
228159,1436,s
228160,1437,b
228161,1438,s
228162,1439,s
228165,1440,s
228169,1441,b
228171,1442,s
228173,1443,s
228174,1444,s
228176,1445,b
228180,1446,s
228184,1447,s
228185,1448,b
228190,1449,b
228191,1450,b
228192,1451,s
228198,1452,s
228202,1453,s
228208,1454,s
228210,1455,b
228211,1456,s
228213,1457,s
228214,1458,s
228215,1459,s
228218,1460,s
228220,1461,s
228222,1462,s
228227,1463,s
228231,1464,s
228232,1465,b
228233,1466,s
228234,1467,s
228237,1468,s
228238,1469,b
228242,1470,s
228243,1471,s
228246,1472,s
228247,1473,s
228257,1474,s
228258,1475,s
228260,1476,s
228261,1477,s
228263,1478,b
228266,1479,b
228271,1480,s
228273,1481,b
228275,1482,s
228276,1483,s
228277,1484,s
228278,1485,b
228281,1486,s
228284,1487,s
228286,1488,s
228287,1489,s
228288,1490,s
228290,1491,s
228292,1492,b
228294,1493,s
228297,1494,s
228298,1495,s
228299,1496,s
228300,1497,s
228302,1498,s
228303,1499,s
228304,1500,s
228307,1501,s
228312,1502,s
228313,1503,s
228315,1504,b
228317,1505,b
228318,1506,s
228322,1507,s
228327,1508,s
228334,1509,s
228335,1510,b
228336,1511,s
228338,1512,s
228340,1513,s
228341,1514,b
228343,1515,s
228344,1516,b
228345,1517,s
228347,1518,b
228348,1519,s
228350,1520,s
228353,1521,s
228354,1522,s
228355,1523,s
228356,1524,b
228357,1525,s
228362,1526,b
228365,1527,b
228366,1528,b
228367,1529,s
228370,1530,b
228372,1531,s
228373,1532,s
228374,1533,s
228375,1534,s
228377,1535,s
228379,1536,s
228381,1537,s
228382,1538,b
228383,1539,s
228384,1540,b
228387,1541,s
228390,1542,s
228391,1543,s
228394,1544,s
228395,1545,s
228398,1546,s
228400,1547,s
228402,1548,s
228403,1549,b
228405,1550,s
228406,1551,s
228408,1552,s
228409,1553,s
228410,1554,b
228411,1555,s
228413,1556,s
228416,1557,b
228417,1558,s
228421,1559,s
228422,1560,b
228424,1561,s
228425,1562,s
228426,1563,s
228427,1564,s
228430,1565,s
228434,1566,s
228435,1567,s
228437,1568,s
228438,1569,s
228440,1570,s
228441,1571,b
228445,1572,b
228446,1573,s
228447,1574,s
228452,1575,b
228455,1576,s
228456,1577,s
228460,1578,s
228462,1579,s
228463,1580,s
228465,1581,s
228467,1582,s
228470,1583,s
228471,1584,b
228472,1585,s
228473,1586,b
228474,1587,s
228478,1588,b
228480,1589,b
228482,1590,s
228483,1591,s
228484,1592,s
228488,1593,b
228489,1594,s
228492,1595,s
228494,1596,s
228495,1597,b
228496,1598,s
228498,1599,s
228499,1600,s
228500,1601,s
228503,1602,s
228511,1603,s
228513,1604,s
228514,1605,s
228515,1606,s
228519,1607,s
228520,1608,s
228522,1609,b
228524,1610,s
228526,1611,s
228528,1612,s
228529,1613,s
228530,1614,s
228531,1615,b
228533,1616,b
228534,1617,s
228535,1618,s
228536,1619,s
228538,1620,s
228539,1621,s
228542,1622,s
228546,1623,s
228549,1624,s
228550,1625,b
228552,1626,s
228553,1627,s
228554,1628,s
228558,1629,s
228560,1630,s
228561,1631,b
228565,1632,s
228566,1633,s
228567,1634,s
228568,1635,s
228569,1636,s
228571,1637,s
228573,1638,s
228575,1639,s
228576,1640,s
228577,1641,s
228579,1642,s
228585,1643,s
228586,1644,s
228587,1645,b
228589,1646,s
228592,1647,s
228593,1648,s
228594,1649,s
228600,1650,b
228602,1651,s
228603,1652,s
228604,1653,s
228605,1654,b
228606,1655,s
228607,1656,b
228611,1657,s
228612,1658,s
228618,1659,s
228622,1660,b
228623,1661,s
228624,1662,s
228628,1663,s
228630,1664,s
228637,1665,s
228638,1666,s
228641,1667,s
228642,1668,s
228646,1669,b
228647,1670,s
228650,1671,s
228652,1672,s
228655,1673,s
228658,1674,s
228659,1675,b
228662,1676,s
228664,1677,s
228666,1678,s
228667,1679,s
228672,1680,s
228673,1681,s
228674,1682,s
228676,1683,s
228677,1684,s
228678,1685,b
228679,1686,b
228680,1687,s
228681,1688,s
228683,1689,s
228686,1690,s
228688,1691,b
228692,1692,s
228693,1693,s
228695,1694,s
228697,1695,b
228700,1696,s
228701,1697,s
228708,1698,s
228710,1699,s
228712,1700,s
228713,1701,s
228714,1702,s
228719,1703,s
228720,1704,s
228721,1705,s
228722,1706,s
228723,1707,s
228724,1708,s
228726,1709,s
228728,1710,s
228729,1711,s
228730,1712,s
228732,1713,s
228733,1714,b
228734,1715,s
228735,1716,s
228736,1717,b
228738,1718,s
228739,1719,b
228740,1720,s
228742,1721,s
228745,1722,b
228747,1723,s
228748,1724,s
228750,1725,s
228751,1726,s
228752,1727,s
228754,1728,s
228758,1729,s
228761,1730,s
228762,1731,s
228764,1732,s
228765,1733,s
228768,1734,s
228769,1735,s
228773,1736,b
228774,1737,b
228776,1738,s
228777,1739,s
228781,1740,s
228783,1741,b
228784,1742,s
228789,1743,s
228790,1744,s
228793,1745,s
228794,1746,s
228795,1747,s
228796,1748,s
228797,1749,s
228805,1750,s
228807,1751,b
228808,1752,s
228810,1753,b
228811,1754,b
228813,1755,s
228814,1756,s
228816,1757,s
228817,1758,s
228821,1759,s
228822,1760,s
228824,1761,s
228825,1762,b
228831,1763,s
228833,1764,s
228834,1765,s
228839,1766,b
228840,1767,s
228842,1768,s
228843,1769,s
228845,1770,s
228847,1771,s
228848,1772,s
228849,1773,s
228850,1774,s
228852,1775,s
228853,1776,s
228854,1777,s
228857,1778,b
228862,1779,s
228864,1780,b
228868,1781,s
228869,1782,s
228870,1783,s
228871,1784,s
228872,1785,s
228874,1786,s
228876,1787,s
228877,1788,s
228880,1789,s
228881,1790,s
228882,1791,s
228884,1792,b
228887,1793,s
228888,1794,s
228890,1795,s
228891,1796,s
228893,1797,b
228899,1798,s
228901,1799,s
228903,1800,s
228909,1801,b
228917,1802,s
228919,1803,s
228921,1804,s
228925,1805,s
228926,1806,s
228930,1807,s
228933,1808,b
228934,1809,s
228939,1810,s
228943,1811,s
228944,1812,s
228950,1813,s
228951,1814,s
228955,1815,s
228957,1816,b
228960,1817,b
228963,1818,s
228964,1819,s
228968,1820,s
228970,1821,s
228972,1822,s
228973,1823,s
228976,1824,s
228977,1825,s
228980,1826,b
228981,1827,s
228982,1828,s
228983,1829,b
228984,1830,s
228988,1831,s
228993,1832,s
228996,1833,s
228997,1834,s
229001,1835,s
229002,1836,s
229003,1837,s
229008,1838,b
229009,1839,s
229011,1840,s
229014,1841,s
229017,1842,s
229018,1843,s
229020,1844,s
229021,1845,s
229022,1846,b
229025,1847,s
229027,1848,b
229028,1849,s
229029,1850,b
229033,1851,s
229034,1852,s
229038,1853,s
229040,1854,s
229043,1855,b
229045,1856,s
229047,1857,s
229048,1858,s
229049,1859,s
229051,1860,s
229057,1861,s
229059,1862,b
229060,1863,s
229061,1864,s
229062,1865,s
229063,1866,s
229066,1867,s
229067,1868,s
229072,1869,s
229073,1870,s
